0.40 2264.80 0.0025s 0 100 50 10 0.5 1
0.40 2264.80 0.0016s 0 100 50 10 0.5 1
0.40 2264.80 0.0012s 0 100 50 10 0.5 1
0.40 2264.80 0.0015s 0 100 50 10 0.5 1
0.40 2264.80 0.0015s 0 100 50 10 0.5 1
0.40 2264.80 0.0016s 0 100 50 10 0.5 1
0.40 2264.80 0.0015s 0 100 50 10 0.5 1
0.40 2264.80 0.0015s 0 100 50 10 0.5 1
0.40 2264.80 0.0016s 0 100 50 10 0.5 1
0.40 2264.80 0.0016s 0 100 50 10 0.5 1
0.51 2558.14 0.0156s 0 100 50 100 0.5 1
0.51 2558.14 0.0159s 0 100 50 100 0.5 1
0.51 2558.14 0.0135s 0 100 50 100 0.5 1
0.51 2558.14 0.0149s 0 100 50 100 0.5 1
0.51 2558.14 0.0135s 0 100 50 100 0.5 1
0.51 2558.14 0.0144s 0 100 50 100 0.5 1
0.51 2558.14 0.0136s 0 100 50 100 0.5 1
0.51 2558.14 0.0135s 0 100 50 100 0.5 1
0.51 2558.14 0.0134s 0 100 50 100 0.5 1
0.51 2558.14 0.0159s 0 100 50 100 0.5 1
0.50 2493.02 0.1306s 0 100 50 1000 0.5 1
0.50 2493.02 0.1308s 0 100 50 1000 0.5 1
0.49 2403.02 0.1259s 0 100 50 1000 0.5 1
0.49 2403.02 0.1233s 0 100 50 1000 0.5 1
0.49 2403.02 0.1268s 0 100 50 1000 0.5 1
0.49 2403.02 0.1261s 0 100 50 1000 0.5 1
0.49 2403.02 0.1372s 0 100 50 1000 0.5 1
0.49 2403.02 0.1272s 0 100 50 1000 0.5 1
0.49 2403.02 0.1236s 0 100 50 1000 0.5 1
0.49 2403.02 0.1234s 0 100 50 1000 0.5 1
0.50 2492.93 1.3036s 0 100 50 10000 0.5 1
0.50 2518.49 1.2901s 0 100 50 10000 0.5 1
0.49 2519.08 1.3198s 0 100 50 10000 0.5 1
0.50 2537.56 1.3279s 0 100 50 10000 0.5 1
0.50 2496.36 1.2831s 0 100 50 10000 0.5 1
0.50 2470.88 1.2603s 0 100 50 10000 0.5 1
0.51 2511.41 1.3131s 0 100 50 10000 0.5 1
0.51 2474.67 1.2987s 0 100 50 10000 0.5 1
0.50 2480.34 1.2999s 0 100 50 10000 0.5 1
0.49 2476.14 1.2894s 0 100 50 10000 0.5 1
0.50 2520.22 13.1341s 0 100 50 100000 0.5 1
0.50 2498.35 13.0086s 0 100 50 100000 0.5 1
0.50 2509.41 13.1452s 0 100 50 100000 0.5 1
0.50 2507.98 12.8909s 0 100 50 100000 0.5 1
0.50 2513.08 13.1613s 0 100 50 100000 0.5 1
0.50 2506.74 12.7590s 0 100 50 100000 0.5 1
0.50 2498.10 13.0813s 0 100 50 100000 0.5 1
0.50 2513.92 13.0928s 0 100 50 100000 0.5 1
0.50 2505.98 13.1260s 0 100 50 100000 0.5 1
0.50 2503.20 13.0302s 0 100 50 100000 0.5 1
0.60 1687.20 0.0013s 0 100 50 10 0.5 2
0.60 1687.20 0.0008s 0 100 50 10 0.5 2
0.60 1687.20 0.0008s 0 100 50 10 0.5 2
0.60 1687.20 0.0008s 0 100 50 10 0.5 2
0.60 1687.20 0.0008s 0 100 50 10 0.5 2
0.60 1687.20 0.0008s 0 100 50 10 0.5 2
0.60 1687.20 0.0008s 0 100 50 10 0.5 2
0.60 1687.20 0.0008s 0 100 50 10 0.5 2
0.60 1687.20 0.0009s 0 100 50 10 0.5 2
0.60 1687.20 0.0008s 0 100 50 10 0.5 2
0.60 1687.20 0.0009s 0 100 50 10 0.5 4
0.60 1687.20 0.0009s 0 100 50 10 0.5 4
0.60 1687.20 0.0010s 0 100 50 10 0.5 4
0.60 1687.20 0.0011s 0 100 50 10 0.5 4
0.60 1687.20 0.0009s 0 100 50 10 0.5 4
0.60 1687.20 0.0010s 0 100 50 10 0.5 4
0.60 1687.20 0.0011s 0 100 50 10 0.5 4
0.60 1687.20 0.0009s 0 100 50 10 0.5 4
0.60 1687.20 0.0016s 0 100 50 10 0.5 4
0.60 1687.20 0.0010s 0 100 50 10 0.5 4
0.60 1687.20 0.0011s 0 100 50 10 0.5 8
0.60 1687.20 0.0013s 0 100 50 10 0.5 8
0.60 1687.20 0.0012s 0 100 50 10 0.5 8
0.60 1687.20 0.0011s 0 100 50 10 0.5 8
0.60 1687.20 0.0015s 0 100 50 10 0.5 8
0.60 1687.20 0.0013s 0 100 50 10 0.5 8
0.60 1687.20 0.0013s 0 100 50 10 0.5 8
0.60 1687.20 0.0013s 0 100 50 10 0.5 8
0.60 1687.20 0.0013s 0 100 50 10 0.5 8
