0.60 1687.20 0.0013s 0 100 50 10 0.5 8
0.60 1687.20 0.0016s 0 100 50 10 0.5 16
0.60 1687.20 0.0014s 0 100 50 10 0.5 16
0.40 1682.60 0.0017s 0 100 50 10 0.5 16
0.40 1682.60 0.0019s 0 100 50 10 0.5 16
0.40 1682.60 0.0015s 0 100 50 10 0.5 16
0.40 1682.60 0.0018s 0 100 50 10 0.5 16
0.40 1682.60 0.0016s 0 100 50 10 0.5 16
0.40 1682.60 0.0019s 0 100 50 10 0.5 16
0.40 1682.60 0.0018s 0 100 50 10 0.5 16
0.40 1682.60 0.0019s 0 100 50 10 0.5 16
0.50 2239.28 0.0082s 0 100 50 100 0.5 2
0.50 2239.28 0.0069s 0 100 50 100 0.5 2
0.50 2239.28 0.0067s 0 100 50 100 0.5 2
0.50 2239.28 0.0072s 0 100 50 100 0.5 2
0.50 2239.28 0.0066s 0 100 50 100 0.5 2
0.50 2239.28 0.0068s 0 100 50 100 0.5 2
0.50 2239.28 0.0065s 0 100 50 100 0.5 2
0.50 2239.28 0.0067s 0 100 50 100 0.5 2
0.50 2239.28 0.0068s 0 100 50 100 0.5 2
0.50 2239.28 0.0070s 0 100 50 100 0.5 2
0.50 2239.28 0.0062s 0 100 50 100 0.5 4
0.50 2239.28 0.0080s 0 100 50 100 0.5 4
0.50 2239.28 0.0077s 0 100 50 100 0.5 4
0.50 2239.28 0.0097s 0 100 50 100 0.5 4
0.50 2239.28 0.0103s 0 100 50 100 0.5 4
0.50 2239.28 0.0070s 0 100 50 100 0.5 4
0.50 2239.28 0.0071s 0 100 50 100 0.5 4
0.50 2239.28 0.0096s 0 100 50 100 0.5 4
0.50 2239.28 0.0102s 0 100 50 100 0.5 4
0.50 2239.28 0.0072s 0 100 50 100 0.5 4
0.50 2239.28 0.0078s 0 100 50 100 0.5 8
0.50 2239.28 0.0073s 0 100 50 100 0.5 8
0.50 2239.28 0.0092s 0 100 50 100 0.5 8
0.50 2239.28 0.0088s 0 100 50 100 0.5 8
0.50 2239.28 0.0082s 0 100 50 100 0.5 8
0.50 2239.28 0.0079s 0 100 50 100 0.5 8
0.50 2239.28 0.0096s 0 100 50 100 0.5 8
0.50 2239.28 0.0081s 0 100 50 100 0.5 8
0.50 2239.28 0.0108s 0 100 50 100 0.5 8
0.50 2239.28 0.0100s 0 100 50 100 0.5 8
0.50 2239.28 0.0091s 0 100 50 100 0.5 16
0.50 2239.28 0.0080s 0 100 50 100 0.5 16
0.50 2239.28 0.0078s 0 100 50 100 0.5 16
0.50 2239.28 0.0067s 0 100 50 100 0.5 16
0.50 2239.28 0.0091s 0 100 50 100 0.5 16
0.50 2239.28 0.0094s 0 100 50 100 0.5 16
0.50 2239.28 0.0083s 0 100 50 100 0.5 16
0.50 2239.28 0.0080s 0 100 50 100 0.5 16
0.50 2239.28 0.0078s 0 100 50 100 0.5 16
0.50 2239.28 0.0079s 0 100 50 100 0.5 16
0.49 2560.56 0.1016s 0 100 50 1000 0.5 2
0.49 2560.56 0.1128s 0 100 50 1000 0.5 2
0.49 2560.56 0.0804s 0 100 50 1000 0.5 2
0.49 2560.56 0.0716s 0 100 50 1000 0.5 2
0.49 2560.56 0.0712s 0 100 50 1000 0.5 2
0.53 2486.01 0.0698s 0 100 50 1000 0.5 2
0.53 2486.01 0.0681s 0 100 50 1000 0.5 2
0.53 2486.01 0.0674s 0 100 50 1000 0.5 2
0.53 2486.01 0.0682s 0 100 50 1000 0.5 2
0.53 2486.01 0.0688s 0 100 50 1000 0.5 2
0.53 2486.01 0.0707s 0 100 50 1000 0.5 4
0.53 2486.01 0.0710s 0 100 50 1000 0.5 4
0.53 2486.01 0.0682s 0 100 50 1000 0.5 4
0.53 2486.01 0.0848s 0 100 50 1000 0.5 4
0.53 2486.01 0.0680s 0 100 50 1000 0.5 4
0.53 2486.01 0.0742s 0 100 50 1000 0.5 4
0.53 2486.01 0.0686s 0 100 50 1000 0.5 4
0.53 2486.01 0.0671s 0 100 50 1000 0.5 4
0.49 2549.82 0.0684s 0 100 50 1000 0.5 4
0.49 2549.82 0.0697s 0 100 50 1000 0.5 4
0.49 2549.82 0.0695s 0 100 50 1000 0.5 8
0.49 2549.82 0.0704s 0 100 50 1000 0.5 8
0.49 2549.82 0.0726s 0 100 50 1000 0.5 8
0.49 2549.82 0.0724s 0 100 50 1000 0.5 8
0.49 2549.82 0.0697s 0 100 50 1000 0.5 8
0.49 2549.82 0.0682s 0 100 50 1000 0.5 8
0.49 2549.82 0.0826s 0 100 50 1000 0.5 8
0.49 2549.82 0.0797s 0 100 50 1000 0.5 8
0.49 2549.82 0.0813s 0 100 50 1000 0.5 8
0.49 2549.82 0.0824s 0 100 50 1000 0.5 8
0.51 2405.32 0.0660s 0 100 50 1000 0.5 16
0.51 2405.32 0.0681s 0 100 50 1000 0.5 16
0.51 2405.32 0.0687s 0 100 50 1000 0.5 16
0.51 2405.32 0.0661s 0 100 50 1000 0.5 16
0.51 2405.32 0.0661s 0 100 50 1000 0.5 16
0.51 2405.32 0.0660s 0 100 50 1000 0.5 16
0.51 2405.32 0.0671s 0 100 50 1000 0.5 16
0.51 2405.32 0.0671s 0 100 50 1000 0.5 16
0.51 2405.32 0.0698s 0 100 50 1000 0.5 16
0.51 2405.32 0.0810s 0 100 50 1000 0.5 16
0.50 2522.03 0.6868s 0 100 50 10000 0.5 2
0.49 2511.11 0.6767s 0 100 50 10000 0.5 2
0.50 2500.20 0.6980s 0 100 50 10000 0.5 2
0.50 2500.20 0.6697s 0 100 50 10000 0.5 2
0.50 2506.62 0.7153s 0 100 50 10000 0.5 2
0.51 2499.82 0.6964s 0 100 50 10000 0.5 2
0.51 2499.82 0.6685s 0 100 50 10000 0.5 2
0.50 2520.91 0.6796s 0 100 50 10000 0.5 2
0.49 2506.21 0.6920s 0 100 50 10000 0.5 2
0.49 2506.21 0.6688s 0 100 50 10000 0.5 2
0.50 2525.72 0.6943s 0 100 50 10000 0.5 4
0.50 2538.47 0.7001s 0 100 50 10000 0.5 4
0.50 2497.40 0.6799s 0 100 50 10000 0.5 4
0.50 2497.40 0.6639s 0 100 50 10000 0.5 4
0.51 2509.02 0.6834s 0 100 50 10000 0.5 4
0.49 2514.04 0.6890s 0 100 50 10000 0.5 4
0.49 2514.04 0.6724s 0 100 50 10000 0.5 4
0.50 2490.41 0.6704s 0 100 50 10000 0.5 4
0.50 2501.43 0.6873s 0 100 50 10000 0.5 4
0.50 2501.43 0.6627s 0 100 50 10000 0.5 4
0.50 2508.20 0.6861s 0 100 50 10000 0.5 8
0.50 2523.98 0.6843s 0 100 50 10000 0.5 8
0.50 2523.98 0.6777s 0 100 50 10000 0.5 8
0.50 2539.20 0.6862s 0 100 50 10000 0.5 8
0.50 2484.41 0.6731s 0 100 50 10000 0.5 8
0.50 2484.41 0.6628s 0 100 50 10000 0.5 8
0.49 2500.05 0.6813s 0 100 50 10000 0.5 8
0.50 2504.01 0.6856s 0 100 50 10000 0.5 8
0.50 2504.01 0.6742s 0 100 50 10000 0.5 8
0.50 2520.51 0.6774s 0 100 50 10000 0.5 8
0.51 2511.39 0.6873s 0 100 50 10000 0.5 16
0.50 2516.03 0.6693s 0 100 50 10000 0.5 16
0.50 2516.03 0.6734s 0 100 50 10000 0.5 16
0.50 2479.54 0.6810s 0 100 50 10000 0.5 16
0.50 2529.72 0.6908s 0 100 50 10000 0.5 16
0.50 2529.72 0.6740s 0 100 50 10000 0.5 16
0.50 2506.73 0.6870s 0 100 50 10000 0.5 16
0.50 2547.87 0.6809s 0 100 50 10000 0.5 16
0.50 2547.87 0.6872s 0 100 50 10000 0.5 16
0.50 2506.59 0.6725s 0 100 50 10000 0.5 16
0.50 2508.23 6.7514s 0 100 50 100000 0.5 2
0.50 2502.30 6.7409s 0 100 50 100000 0.5 2
0.50 2503.79 6.6871s 0 100 50 100000 0.5 2
0.50 2512.58 6.7261s 0 100 50 100000 0.5 2
0.50 2512.68 6.7238s 0 100 50 100000 0.5 2
0.50 2517.47 6.7451s 0 100 50 100000 0.5 2
0.50 2506.56 6.7098s 0 100 50 100000 0.5 2
0.50 2506.43 6.6838s 0 100 50 100000 0.5 2
0.50 2500.84 6.6518s 0 100 50 100000 0.5 2
0.50 2507.38 6.7346s 0 100 50 100000 0.5 2
0.50 2504.19 6.6738s 0 100 50 100000 0.5 4
0.50 2506.30 6.7952s 0 100 50 100000 0.5 4
0.50 2503.03 6.6611s 0 100 50 100000 0.5 4
0.50 2516.78 6.6851s 0 100 50 100000 0.5 4
0.50 2515.00 6.7188s 0 100 50 100000 0.5 4
0.50 2505.79 6.6696s 0 100 50 100000 0.5 4
0.50 2517.26 6.7033s 0 100 50 100000 0.5 4
0.50 2515.25 6.7052s 0 100 50 100000 0.5 4
0.50 2516.76 6.7172s 0 100 50 100000 0.5 4
0.50 2506.37 6.6854s 0 100 50 100000 0.5 4
0.50 2504.25 6.6699s 0 100 50 100000 0.5 8
0.50 2503.97 6.6613s 0 100 50 100000 0.5 8
0.50 2498.79 6.6364s 0 100 50 100000 0.5 8
0.50 2514.08 6.7121s 0 100 50 100000 0.5 8
0.50 2499.41 6.6504s 0 100 50 100000 0.5 8
0.50 2504.25 6.6716s 0 100 50 100000 0.5 8
0.50 2500.84 6.6547s 0 100 50 100000 0.5 8
0.50 2519.61 6.7608s 0 100 50 100000 0.5 8
0.50 2501.71 6.6703s 0 100 50 100000 0.5 8
0.50 2498.99 6.6614s 0 100 50 100000 0.5 8
0.50 2520.25 6.8095s 0 100 50 100000 0.5 16
0.50 2520.98 6.7081s 0 100 50 100000 0.5 16
0.50 2507.97 6.6815s 0 100 50 100000 0.5 16
0.50 2504.25 6.6561s 0 100 50 100000 0.5 16
0.50 2511.55 6.6792s 0 100 50 100000 0.5 16
0.50 2517.23 6.7116s 0 100 50 100000 0.5 16
0.50 2510.32 6.6799s 0 100 50 100000 0.5 16
0.50 2505.79 6.6676s 0 100 50 100000 0.5 16
0.50 2510.51 6.6828s 0 100 50 100000 0.5 16
0.50 2507.06 6.6868s 0 100 50 100000 0.5 16
